Receptor,subset,match_features,Score Type,s_score,Hits,Enrichment,max_feat,min_feat,avg_feat,max_centr,min_centr,avg_centr,hyd,don,acc,donhyd,catdon,hydaro,aniacc,donacc,features,all_same,hyd_prop,don_prop,acc_prop,donhyd_prop,catdon_prop,hydaro_prop,aniacc_prop,donacc_prop,quality
OPRD,rec_gh,6,dU(class),-1.23179,8,1.823717949,11.176764,1.4635246,6.2419691,8.233264,4.9590192,6.1521101,6,0,0,0,1,0,0,0,7,0,0.857142857,0,0,0,0.142857143,0,0,0,0
OPRD,rec_gh,3,dU,-5.87894,14,0,3.4745793,0.65609413,2.1070592,6.40803,3.7024696,5.2360616,0,0,0,0,7,0,0,0,7,1,0,0,0,0,1,0,0,0,0
OPRK,rec_gh,4,dE(class),-3.19763,92,1.435753106,16.655567,2.3205085,10.058414,10.044007,7.6001987,8.6605024,3,0,1,0,3,0,0,0,7,0,0.428571429,0,0.142857143,0,0.428571429,0,0,0,0
OPRK,rec_gh,3,dE,-7.71264,15,0.677380952,14.978769,0.62525755,5.2918143,7.9658022,4.6617026,6.6762528,0,0,0,0,7,0,0,0,7,1,0,0,0,0,1,0,0,0,0
OPRK,rec_gh,4,dU(class),-1.50436,164,1.363022648,14.747588,2.3205085,9.359889,10.044007,3.9110763,8.1842833,4,0,2,0,1,0,0,0,7,0,0.571428571,0,0.285714286,0,0.142857143,0,0,0,0
OPRK,rec_gh,3,dU,-7.66088,14,0.725765306,15.37549,0.67410535,7.6947832,8.1645851,5.7663722,7.3688827,0,0,0,0,7,0,0,0,7,1,0,0,0,0,1,0,0,0,0
OPRM,rec_gh,5,dE(class),-1.41256,74,1.305711372,11.068575,2.5246232,6.4905229,7.9183292,3.4692664,5.4092979,4,0,2,0,1,0,0,0,7,0,0.571428571,0,0.285714286,0,0.142857143,0,0,0,0
OPRM,rec_gh,3,dE,-4.6414,14,0,3.7112939,0.70785379,2.0991178,5.6896806,3.1957371,4.1508613,0,0,0,0,7,0,0,0,7,1,0,0,0,0,1,0,0,0,0
OPRM,rec_gh,5,dU(class),-1.47699,31,1.038953135,11.594953,2.5246232,8.2136631,7.9183292,4.7596478,5.9329085,5,0,1,0,1,0,0,0,7,0,0.714285714,0,0.142857143,0,0.142857143,0,0,0,0
OPRM,rec_gh,3,dU,-4.46688,36,0,3.6523716,0.53926897,1.9024442,5.6896806,3.4804885,4.5820413,1,0,0,0,6,0,0,0,7,0,0.142857143,0,0,0,0.857142857,0,0,0,0
